PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
83,2021-06-06,17:46:45.89,2,2,"Hickert, Grayson ",1000054732,Right,FC_OB,"Bocchino, Cal",1000104313,Right,SPA_B,Undefined,3,Bottom,1,0,1,Fastball,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,84.31686,-1.513088,-4.110725,2282.90664,219.660446,1:15,5.88611,2.37858,7.19449,-20.78253,16.34513,12.66249,2.77993,-0.29583,77.88838,-5.503041,-1.789004,0.438551,91.90257,23.110576,1.52451,1760.022504,109.89145,41.06524,4.88562,337.53894,,3.158713,3.997324,-7.87764,9.52835,-2.14373,50,5.7917,8.40533,-122.53457,-3.70282,-12.0947,21.98601,-17.54493,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,b0b9e8b0-c710-11eb-8b21-2587103ee89a,85.94768,51.46621,,6.42848,,,,1.22059,2.66346,0.30239,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:46:45.89,2021-06-06T17:46:45.8921764-04:00,2021-06-06T21:46:45.8921764Z,LineDrive,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,bd44de31-dc94-467a-b17c-c8d436bfa7d1,53.30543,-123.12622,10.99301,5.88499,-3.23068,-8.77246,-2.3743,8.73081,-6.04735,195.381266,1.22036,123.93497,-19.65634,4.49686,-0.96632,0.22419,-0.05405,0.00902,-0.00063,2.66439,52.88195,-14.92248,0.07864,0.33995,-0.20998,0.07191,-0.0121,0.00078,0.30231,3.30365,2.02466,-0.96754,0.19589,-0.00589,-0.00591,0.00122,-8E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
84,2021-06-06,17:47:20.16,3,1,"Hickert, Grayson ",1000054732,Right,FC_OB,"Reinoso , Dayan ",1000103315,Right,SPA_B,Undefined,3,Bottom,2,0,0,Slider,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.47224,-0.005026,-3.93106,2203.78599,202.002214,12:45,5.76675,2.40513,6.96693,-26.66746,13.52205,4.99327,3.53988,-0.76049,75.11446,-5.072772,-3.020001,0.456276,,,,,,,,,,,,-3.67063,7.58556,-2.16335,50,5.75705,7.97137,-118.37142,-0.64979,-5.24764,20.98543,-21.32946,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,c51e6600-c710-11eb-8b21-2587103ee89a,82.60885,,,6.35778,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:47:20.16,2021-06-06T17:47:20.1658148-04:00,2021-06-06T21:47:20.1658148Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,dd260fb7-7886-4217-bbfd-76c55ab7ae4f,53.53114,-118.99579,10.49271,5.76695,-0.01519,-10.66473,-2.40284,8.1275,-2.62382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
85,2021-06-06,17:47:36.55,3,2,"Hickert, Grayson ",1000054732,Right,FC_OB,"Reinoso , Dayan ",1000103315,Right,SPA_B,Undefined,3,Bottom,2,1,0,Slider,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.04098,-0.347908,-3.957842,2194.525101,201.384489,12:45,5.77073,2.57642,6.68846,-31.82529,10.38729,3.57469,2.79967,-0.75116,73.75526,-6.330188,-3.308863,0.467619,,,,,,,,,,,,-2.93441,5.97197,-2.31357,50,5.7348,7.92094,-116.21598,-1.53846,-4.03242,20.80283,-23.96741,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,cee76f10-c710-11eb-8b21-2587103ee89a,80.60499,,,6.28572,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:47:36.55,2021-06-06T17:47:36.5516580-04:00,2021-06-06T21:47:36.5516580Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,c347dab2-8784-4603-b63a-15b5830ce721,53.80949,-116.89589,10.40141,5.77229,-0.75511,-11.98371,-2.57461,8.05273,-2.01621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
86,2021-06-06,17:47:50.96,3,3,"Hickert, Grayson ",1000054732,Right,FC_OB,"Reinoso , Dayan ",1000103315,Right,SPA_B,Undefined,3,Bottom,2,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,70.59324,0.669197,-5.099519,1309.171126,270.899947,3:00,5.66505,2.68612,6.99489,-52.3018,1.35536,14.28981,1.91746,-0.77191,65.44861,-9.105528,-2.490858,0.527212,,,,,,,,,,,,-8.96036,1.05043,-2.37678,50,5.68927,8.74192,-102.45118,-0.00173,-9.58334,15.93079,-31.05058,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,d7790990-c710-11eb-8b21-2587103ee89a,71.4939,,,5.14463,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:47:50.96,2021-06-06T17:47:50.9648164-04:00,2021-06-06T21:47:50.9648164Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,55d17625-a5e2-4299-b3ab-5abe3389ca38,53.50579,-102.99488,7.96539,5.67125,1.05798,-15.52529,-2.68071,9.06899,-4.79167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
87,2021-06-06,17:48:08.85,3,4,"Hickert, Grayson ",1000054732,Right,FC_OB,"Reinoso , Dayan ",1000103315,Right,SPA_B,Undefined,3,Bottom,2,1,2,Slider,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,80.77345,-1.286473,-2.644037,2008.528261,209.526959,1:00,5.74292,2.63819,7.75098,-27.99356,11.47398,5.8691,2.25599,0.7565,74.89349,-6.655481,-1.553311,0.452159,,,,,,,,,,,,-3.93614,6.99028,-2.51183,50,5.675,5.27961,-117.67042,-3.19602,-5.5663,20.52956,-22.28876,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,e2221260-c710-11eb-8b21-2587103ee89a,83.36096,,,5.87996,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:48:08.85,2021-06-06T17:48:08.8510756-04:00,2021-06-06T21:48:08.8510756Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,1d4494aa-fdc7-454e-8b3b-54accab611cf,52.74954,-118.14914,10.26478,5.74347,-2.67627,-11.14438,-2.63645,5.40941,-2.78315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
88,2021-06-06,17:48:30.50,3,5,"Hickert, Grayson ",1000054732,Right,FC_OB,"Reinoso , Dayan ",1000103315,Right,SPA_B,Undefined,3,Bottom,2,1,2,Curveball,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,66.84373,2.830208,-2.197852,1671.446321,49.774962,7:45,5.47963,2.57815,6.35179,-64.52775,-2.9637,-5.72851,2.71139,0.07679,61.64225,-9.111254,-3.234165,0.564722,103.47759,14.211059,-46.045164,3004.439463,73.09888,18.86572,-82.19823,227.21297,,-53.922221,1.934751,2.39512,-1.91555,-2.416,50,5.65453,3.88982,-97.0746,3.21353,2.28102,15.47434,-33.99833,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,ef0af910-c710-11eb-8b21-2587103ee89a,66.74508,18.94015,,5.20148,,,,4.19579,3.40154,-0.31322,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:48:30.50,2021-06-06T17:48:30.5047844-04:00,2021-06-06T21:48:30.5047844Z,LineDrive,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,5c653cde-f1b6-4959-8ba4-c8d1bc7f8583,54.14953,-97.73382,7.73717,5.48678,4.6619,-16.99916,-2.57964,3.79265,1.14051,,4.19579,102.11637,-24.84219,5.11804,-1.25819,0.29953,-0.06552,0.01059,-0.00086,3.40154,37.25789,-24.8166,3.51224,-0.85883,0.21224,-0.04517,0.00729,-0.0006,-0.31322,-105.91159,7.12365,-1.05768,0.2655,-0.06227,0.01431,-0.00234,0.00019,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
89,2021-06-06,17:49:11.71,3,6,"Hickert, Grayson ",1000054732,Right,FC_OB,"Reinoso , Dayan ",1000103315,Right,SPA_B,Undefined,3,Bottom,2,1,2,Curveball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,67.82296,1.179241,-3.572701,1231.778704,283.763526,3:30,5.53949,2.86166,6.76727,-59.55617,-1.23555,11.78579,1.65559,0.57702,63.19373,-9.884507,-1.423296,0.549645,,,,,,,,,,,,-7.24717,-0.59291,-2.6327,50,5.59351,5.84399,-98.6252,0.669,-7.19287,14.5588,-32.76251,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,079c0910-c711-11eb-8b21-2587103ee89a,68.57596,,,4.62923,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:49:11.71,2021-06-06T17:49:11.7145892-04:00,2021-06-06T21:49:11.7145892Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,d2d3b5e1-aa92-4b1b-90a4-c5f76ff05a26,53.73528,-99.17506,7.2794,5.54488,1.90638,-16.38125,-2.85855,6.11566,-3.59644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
90,2021-06-06,17:49:32.09,3,7,"Hickert, Grayson ",1000054732,Right,FC_OB,"Reinoso , Dayan ",1000103315,Right,SPA_B,Undefined,3,Bottom,2,1,2,Fastball,Changeup,BallinDirt,Undefined,Undefined,Undefined,0,0,,83.19771,-3.293653,-3.833775,2204.103316,237.05556,2:00,5.72153,2.62396,7.47253,-28.25982,9.43595,12.93347,0.38943,0.24282,77.48117,-8.640307,-1.444199,0.441893,,,,,,,,,,,,-8.02709,6.27709,-2.42317,50,5.5394,7.72512,-120.87953,-7.60862,-12.02024,20.89846,-22.77433,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,13c5e580-c711-11eb-8b21-2587103ee89a,85.29758,,,5.71654,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:49:32.09,2021-06-06T17:49:32.0967972-04:00,2021-06-06T21:49:32.0967972Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,87aea8e6-323b-4d92-9128-8eaaa7576074,53.02839,-121.40197,10.44923,5.72249,-7.03929,-11.38717,-2.62005,8.02561,-6.01012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
91,2021-06-06,17:49:50.74,3,8,"Hickert, Grayson ",1000054732,Right,FC_OB,"Reinoso , Dayan ",1000103315,Right,SPA_B,Undefined,3,Bottom,2,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,85.0891,-2.274182,-4.597934,2215.495284,214.218294,1:15,5.91491,2.4443,7.22084,-20.98651,15.3869,9.77453,2.09955,-0.91249,78.95612,-6.281833,-2.806915,0.434073,,,,,,,,,,,,-6.36229,9.16737,-2.18229,50,5.77734,9.6207,-123.54358,-5.39308,-9.9712,21.37484,-17.80657,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,1ee5cc00-c711-11eb-8b21-2587103ee89a,86.83423,,,6.13298,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:49:50.74,2021-06-06T17:49:50.7467556-04:00,2021-06-06T21:49:50.7467556Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,0f652d60-8b8d-4f14-9a60-d9ddb65f139d,53.27846,-124.10951,10.68742,5.91389,-4.92163,-8.90329,-2.4405,9.8847,-4.9856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
92,2021-06-06,17:52:45.10,1,1,"Corn, Jacob",1000056526,Right,SPA_B,"McGowan, Kendall",1000026861,Right,FC_OB,Undefined,4,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,74.50281,-1.672008,-1.966823,2775.374534,108.525017,9:30,6.15356,1.65195,5.1675,-47.32971,4.16418,-7.9041,0.6345,-0.85845,69.33028,-10.195965,-3.368659,0.516475,,,,,,,,,,,,3.43937,2.98567,-1.46235,50,5.96144,4.01149,-108.11065,-4.71496,4.0942,17.82388,-28.61993,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,86cd1210-c711-11eb-8b21-2587103ee89a,72.9802,,,5.17253,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:52:45.10,2021-06-06T17:52:45.1085604-04:00,2021-06-06T21:52:45.1085604Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,2ac63b10-5e58-419c-bd71-544038a5f992,55.33123,-108.98605,8.91194,6.1585,-3.30932,-14.30997,-1.65444,3.8104,2.0471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
93,2021-06-06,17:53:06.24,1,2,"Corn, Jacob",1000056526,Right,SPA_B,"McGowan, Kendall",1000026861,Right,FC_OB,Undefined,4,Top,0,1,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,73.38853,0.61825,-1.061033,2515.040115,119.983685,10:00,6.02746,1.72338,5.36752,-46.39684,6.3241,-8.19871,2.74086,0.0452,67.70761,-7.852538,-2.518965,0.522592,,,,,,,,,,,,3.81575,3.53063,-1.6223,50,6.05019,2.27934,-106.55507,-0.30568,4.40248,17.70419,-28.10053,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,93640830-c711-11eb-8b21-2587103ee89a,72.1259,,,5.68092,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:53:06.24,2021-06-06T17:53:06.2458148-04:00,2021-06-06T21:53:06.2458148Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,b1fbf422-2279-4ef0-a369-5ad51137e45d,55.1295,-107.40396,8.8521,6.03255,1.0417,-14.05027,-1.72653,2.06825,2.20124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
94,2021-06-06,17:53:35.33,1,3,"Corn, Jacob",1000056526,Right,SPA_B,"McGowan, Kendall",1000026861,Right,FC_OB,Undefined,4,Top,0,1,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.68874,-1.159553,-0.876437,2010.997154,266.162034,2:45,5.93027,1.67681,5.43251,-37.87171,2.30748,17.50442,1.68812,2.31468,77.68831,-8.043749,2.244734,0.456218,,,,,,,,,,,,-9.07319,1.79437,-1.61177,50,5.80114,1.14242,-121.66045,-3.81492,-13.72518,21.78982,-29.45969,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,a4bf1610-c711-11eb-8b21-2587103ee89a,82.61945,,,6.00043,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:53:35.33,2021-06-06T17:53:35.3395492-04:00,2021-06-06T21:53:35.3395492Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,e856f091-f15c-4bea-9b89-dd8d21cc2827,55.06834,-122.56485,10.89491,5.9341,-2.59219,-14.72984,-1.67101,1.71209,-6.86259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
95,2021-06-06,17:53:57.99,1,4,"Corn, Jacob",1000056526,Right,SPA_B,"McGowan, Kendall",1000026861,Right,FC_OB,Undefined,4,Top,0,2,1,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,75.59937,0.275454,-1.151968,2583.107217,114.786904,9:45,6.11975,1.35276,5.12722,-45.63951,4.41051,-6.32528,2.57594,-0.25943,69.85934,-8.004323,-2.272095,0.509183,61.75486,27.766758,166.883337,3736.196009,,,,135.33818,,168.31933,1.9721,2.85236,2.57213,-1.23948,50,6.11019,2.4527,-109.7674,-1.0005,3.49748,18.52008,-29.02016,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,b23a0390-c711-11eb-8b21-2587103ee89a,74.02539,21.16423,,5.74004,,,,1.95375,2.58703,0.22632,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:53:57.99,2021-06-06T17:53:57.9962148-04:00,2021-06-06T21:53:57.9962148Z,LineDrive,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,20cb862c-2e7c-4047-a6f0-5c69a1f59716,55.37124,-110.66992,9.26004,6.12449,0.41372,-14.51008,-1.35485,2.28225,1.74874,341.06127,1.95372,-78.05084,4.59202,0.45648,-0.48709,0.48104,-0.29772,0.10366,-0.01494,2.587,42.19804,-26.21375,3.06101,-0.80631,0.28519,-0.09233,0.01743,-0.00103,0.22631,18.18874,-3.69964,1.1362,-0.36638,0.16116,-0.05981,0.01239,-0.0009,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
96,2021-06-06,17:54:28.32,1,5,"Corn, Jacob",1000056526,Right,SPA_B,"McGowan, Kendall",1000026861,Right,FC_OB,Undefined,4,Top,0,2,2,Slider,Curveball,InPlay,Undefined,Popup,Out,1,0,,75.65625,0.283294,-0.715453,2626.650959,91.563645,9:00,6.1,1.30757,5.06259,-48.15884,1.62839,-8.98752,2.35391,-0.11605,70.38325,-8.408141,-2.305999,0.507844,75.39146,55.312928,-15.673014,4836.166608,,,,143.64798,,-12.087773,5.728143,4.33075,1.10658,-1.23202,50,6.08824,1.71709,-109.95482,-1.09135,5.35845,17.5484,-30.80487,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,c453a680-c711-11eb-8b21-2587103ee89a,74.22051,96.18414,,5.273,,,,2.42962,2.50568,0.08621,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:54:28.32,2021-06-06T17:54:28.3228452-04:00,2021-06-06T21:54:28.3228452Z,Popup,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,4c32042b-8197-4356-ab03-2113dc759883,55.43816,-110.81934,8.7742,6.10463,0.42624,-15.40243,-1.31011,1.45311,2.67923,178.132171,2.42962,60.58729,-15.47171,3.64916,-0.81552,0.17666,-0.03723,0.00612,-0.00052,2.50568,90.92192,-21.87688,2.15499,-0.42476,0.07983,-0.01451,0.00244,-0.0002,0.08621,-16.99953,3.77265,-0.51307,0.05098,-0.00169,-0.0006,0.00024,-3E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
97,2021-06-06,17:55:11.30,2,1,"Corn, Jacob",1000056526,Right,SPA_B,"Wright, Blake",1000075828,Right,FC_OB,Undefined,4,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,75.94676,-0.920361,-3.897604,2705.899576,110.540808,9:45,6.22759,1.24732,5.63059,-43.65683,5.01016,-9.75315,1.72873,-3.20763,70.77444,-8.852163,-5.633554,0.502098,,,,,,,,,,,,3.96595,3.22622,-0.90889,50,6.12112,7.86203,-110.1554,-3.13871,4.91779,17.88477,-28.17356,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,ddf8e5a0-c711-11eb-8b21-2587103ee89a,75.06987,,,5.17231,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:55:11.30,2021-06-06T17:55:11.3079076-04:00,2021-06-06T21:55:11.3079076Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,37945186-dbaf-4a15-b225-c8426c5e14c7,54.86815,-110.94298,8.94239,6.23202,-1.89806,-14.08678,-1.25034,7.64547,2.45889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
98,2021-06-06,17:55:34.39,2,2,"Corn, Jacob",1000056526,Right,SPA_B,"Wright, Blake",1000075828,Right,FC_OB,Undefined,4,Top,1,1,0,Slider,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,74.67904,-0.462785,-1.132914,2590.147527,86.982932,9:00,6.20733,1.17011,5.12683,-49.95841,1.01347,-7.49209,1.60818,-0.52137,69.69596,-9.460702,-2.461228,0.513851,,,,,,,,,,,,3.46642,1.04866,-1.05767,50,6.12485,2.43059,-108.5255,-2.54989,4.18079,16.98545,-30.90929,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,ebbe70b0-c711-11eb-8b21-2587103ee89a,73.35292,,,4.98308,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:55:34.39,2021-06-06T17:55:34.3915300-04:00,2021-06-06T21:55:34.3915300Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,d0bed669-49bb-4d52-9f72-c17cb47344a2,55.37326,-109.36324,8.49273,6.21302,-1.02541,-15.45465,-1.17247,2.22439,2.0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
99,2021-06-06,17:55:56.46,2,3,"Corn, Jacob",1000056526,Right,SPA_B,"Wright, Blake",1000075828,Right,FC_OB,Undefined,4,Top,1,1,1,Slider,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,74.76508,0.663581,-1.157636,2640.974561,76.543318,8:30,6.24782,1.33684,4.85889,-53.13192,-1.33961,-12.08304,2.4484,-0.76592,69.12058,-8.891421,-3.287565,0.517969,67.50496,-4.770251,9.435371,4524.95591,,,,26.98395,,9.787191,0.232087,5.7465,-0.53047,-1.21162,50,6.26737,2.6554,-108.54063,-0.56869,6.86785,18.67261,-32.80802,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,f8d6a4c0-c711-11eb-8b21-2587103ee89a,72.76962,2.89344,,5.6445,,,,4.63926,2.89344,0.56957,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:55:56.46,2021-06-06T17:55:56.4622628-04:00,2021-06-06T21:55:56.4622628Z,GroundBall,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,9514488c-7dea-4a65-9c5d-1b4a5c8be7af,55.64263,-109.50704,9.3363,6.25286,1.12932,-16.40401,-1.33986,2.29994,3.43393,296.559582,4.63975,97.30139,-11.72225,,,,,,,2.89438,-8.28735,-18.04387,,,,,,,0.56892,16.21193,4.7549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
100,2021-06-06,17:56:41.06,3,1,"Corn, Jacob",1000056526,Right,SPA_B,"Drumheller, Luke",1000049241,Left,FC_OB,Undefined,4,Top,2,0,0,ChangeUp,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,74.30945,0.311391,-2.199124,1655.771514,276.406063,3:15,5.9503,1.78802,5.39513,-50.66948,0.12752,10.93717,2.01987,0.63756,69.43093,-8.867534,-0.251876,0.512968,,,,,,,,,,,,-6.08571,0.32563,-1.59994,50,5.94173,3.75764,-108.0428,-1.02921,-7.30151,16.17649,-31.78337,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,1373b160-c712-11eb-8b21-2587103ee89a,73.47909,,,4.87852,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:56:41.06,2021-06-06T17:56:41.0605860-04:00,2021-06-06T21:56:41.0605860Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,6b128394-2dad-4053-bf64-2e57ad6aa98d,55.10688,-108.80472,8.08824,5.95495,0.46782,-15.89168,-1.78503,4.10155,-3.65075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
